timestamp,open,high,low,close
2022-09-20 17:38:00,0.99632,0.99633,0.99610,0.99628
2022-09-20 17:37:00,0.99623,0.99640,0.99590,0.99632
2022-09-20 17:36:00,0.99639,0.99642,0.99580,0.99623
2022-09-20 17:35:00,0.99635,0.99649,0.99600,0.99641
2022-09-20 17:34:00,0.99639,0.99642,0.99590,0.99638
2022-09-20 17:33:00,0.99646,0.99652,0.99590,0.99638
2022-09-20 17:32:00,0.99641,0.99653,0.99590,0.99644
2022-09-20 17:31:00,0.99665,0.99669,0.99600,0.99641
2022-09-20 17:30:00,0.99664,0.99669,0.99610,0.99663
2022-09-20 17:29:00,0.99675,0.99678,0.99620,0.99665
2022-09-20 17:28:00,0.99677,0.99686,0.99640,0.99676
2022-09-20 17:27:00,0.99686,0.99692,0.99630,0.99676
2022-09-20 17:26:00,0.99680,0.99688,0.99630,0.99686
2022-09-20 17:25:00,0.99658,0.99682,0.99610,0.99680
2022-09-20 17:24:00,0.99654,0.99662,0.99640,0.99655
2022-09-20 17:23:00,0.99668,0.99670,0.99620,0.99657
2022-09-20 17:22:00,0.99667,0.99672,0.99620,0.99667
2022-09-20 17:21:00,0.99676,0.99685,0.99630,0.99667
2022-09-20 17:20:00,0.99697,0.99702,0.99630,0.99676
2022-09-20 17:19:00,0.99690,0.99708,0.99650,0.99680
2022-09-20 17:18:00,0.99695,0.99715,0.99650,0.99691
2022-09-20 17:17:00,0.99687,0.99702,0.99640,0.99700
2022-09-20 17:16:00,0.99690,0.99694,0.99630,0.99688
2022-09-20 17:15:00,0.99744,0.99744,0.99650,0.99684
2022-09-20 17:14:00,0.99752,0.99755,0.99700,0.99744
2022-09-20 17:13:00,0.99761,0.99767,0.99710,0.99750
2022-09-20 17:12:00,0.99800,0.99800,0.99720,0.99760
2022-09-20 17:11:00,0.99826,0.99829,0.99760,0.99790
2022-09-20 17:10:00,0.99819,0.99834,0.99780,0.99824
2022-09-20 17:09:00,0.99808,0.99831,0.99770,0.99820
2022-09-20 17:08:00,0.99811,0.99813,0.99760,0.99807
2022-09-20 17:07:00,0.99800,0.99816,0.99760,0.99810
2022-09-20 17:06:00,0.99791,0.99802,0.99730,0.99800
2022-09-20 17:05:00,0.99790,0.99800,0.99740,0.99791
2022-09-20 17:04:00,0.99806,0.99809,0.99750,0.99788
2022-09-20 17:03:00,0.99787,0.99812,0.99760,0.99809
2022-09-20 17:02:00,0.99804,0.99807,0.99740,0.99789
2022-09-20 17:01:00,0.99780,0.99806,0.99740,0.99805
2022-09-20 17:00:00,0.99798,0.99800,0.99740,0.99779
2022-09-20 16:59:00,0.99794,0.99798,0.99750,0.99797
2022-09-20 16:58:00,0.99763,0.99796,0.99720,0.99794
2022-09-20 16:57:00,0.99751,0.99768,0.99720,0.99750
2022-09-20 16:56:00,0.99744,0.99753,0.99710,0.99740
2022-09-20 16:55:00,0.99759,0.99769,0.99700,0.99730
2022-09-20 16:54:00,0.99710,0.99763,0.99710,0.99762
2022-09-20 16:53:00,0.99741,0.99750,0.99690,0.99710
2022-09-20 16:52:00,0.99748,0.99758,0.99700,0.99743
2022-09-20 16:51:00,0.99750,0.99768,0.99710,0.99746
2022-09-20 16:50:00,0.99760,0.99777,0.99720,0.99767
2022-09-20 16:49:00,0.99750,0.99777,0.99720,0.99774
2022-09-20 16:48:00,0.99765,0.99766,0.99710,0.99751
2022-09-20 16:47:00,0.99755,0.99766,0.99710,0.99764
2022-09-20 16:46:00,0.99768,0.99772,0.99710,0.99754
2022-09-20 16:45:00,0.99755,0.99769,0.99710,0.99750
2022-09-20 16:44:00,0.99760,0.99771,0.99720,0.99756
2022-09-20 16:43:00,0.99731,0.99760,0.99690,0.99759
2022-09-20 16:42:00,0.99742,0.99744,0.99690,0.99720
2022-09-20 16:41:00,0.99746,0.99756,0.99700,0.99740
2022-09-20 16:40:00,0.99755,0.99768,0.99700,0.99748
2022-09-20 16:39:00,0.99781,0.99787,0.99720,0.99754
2022-09-20 16:38:00,0.99760,0.99787,0.99730,0.99781
2022-09-20 16:37:00,0.99788,0.99791,0.99720,0.99761
2022-09-20 16:36:00,0.99801,0.99804,0.99750,0.99786
2022-09-20 16:35:00,0.99816,0.99819,0.99760,0.99801
2022-09-20 16:34:00,0.99820,0.99823,0.99770,0.99816
