timestamp,open,high,low,close
2014-06-13,1.36450,1.36680,1.35120,1.35390
2014-06-06,1.36290,1.36740,1.35060,1.36410
2014-05-30,1.36240,1.36680,1.35870,1.36340
2014-05-23,1.36970,1.37340,1.36160,1.36270
2014-05-16,1.37560,1.37740,1.36500,1.36920
2014-05-09,1.38730,1.39900,1.37450,1.37510
2014-05-02,1.38390,1.38890,1.37880,1.38690
2014-04-25,1.38160,1.38530,1.37830,1.38310
2014-04-18,1.38560,1.38630,1.37930,1.38080
2014-04-11,1.37000,1.39040,1.36950,1.38840
2014-04-04,1.37530,1.38170,1.36750,1.37060
2014-03-28,1.37980,1.38650,1.37060,1.37480
2014-03-21,1.39110,1.39450,1.37510,1.37930
2014-03-14,1.38710,1.39640,1.38350,1.39110
2014-03-07,1.37570,1.39130,1.37100,1.38730
2014-02-28,1.37320,1.38230,1.36420,1.37970
2014-02-21,1.37070,1.37720,1.36880,1.37360
2014-02-14,1.36140,1.37130,1.35620,1.36910
2014-02-07,1.34810,1.36390,1.34760,1.36310
2014-01-31,1.36770,1.37120,1.34790,1.34870
2014-01-24,1.35370,1.37330,1.35070,1.36780
2014-01-17,1.36770,1.36960,1.35170,1.35370
2014-01-10,1.35910,1.36850,1.35520,1.36680
2014-01-03,1.37550,1.38190,1.35820,1.35860
2013-12-27,1.36710,1.38810,1.36550,1.37460
2013-12-20,1.37270,1.38040,1.36250,1.36680
2013-12-13,1.37130,1.38070,1.36940,1.37400
2013-12-06,1.35860,1.37050,1.35240,1.37040
2013-11-29,1.35490,1.36210,1.34910,1.35860
2013-11-22,1.34960,1.35750,1.34000,1.35570
2013-11-15,1.33570,1.35030,1.33430,1.34950
2013-11-08,1.34860,1.35440,1.33030,1.33690
2013-11-01,1.38060,1.38170,1.34780,1.34860
2013-10-25,1.36820,1.38310,1.36510,1.38030
2013-10-18,1.35560,1.37030,1.34740,1.36820
2013-10-11,1.35620,1.36050,1.34880,1.35450
2013-10-04,1.34800,1.36440,1.34770,1.35560
2013-09-27,1.35300,1.35630,1.34630,1.35220
2013-09-20,1.33660,1.35670,1.33250,1.35220
2013-09-13,1.31730,1.33240,1.31650,1.32900
2013-09-06,1.32120,1.32250,1.31030,1.31770
2013-08-30,1.33820,1.33970,1.31790,1.32180
2013-08-23,1.33340,1.34500,1.32980,1.33810
2013-08-16,1.33370,1.33780,1.32080,1.33280
2013-08-09,1.32790,1.33990,1.32340,1.33350
2013-08-02,1.32790,1.33430,1.31900,1.32760
2013-07-26,1.31360,1.32940,1.31360,1.32750
2013-07-19,1.30670,1.31700,1.29910,1.31390
2013-07-12,1.28220,1.31990,1.27570,1.30620
2013-07-05,1.30140,1.30770,1.28060,1.28270
2013-06-28,1.31040,1.31500,1.29840,1.30200
2013-06-21,1.33480,1.34150,1.30980,1.31150
2013-06-14,1.32030,1.33900,1.31750,1.33450
2013-06-07,1.29900,1.33050,1.29520,1.32160
2013-05-31,1.29340,1.30610,1.28370,1.29930
2013-05-24,1.28440,1.29980,1.28180,1.29320
2013-05-17,1.29770,1.30280,1.27950,1.28380
2013-05-10,1.31180,1.31940,1.29340,1.29920
2013-05-03,1.30590,1.32420,1.30290,1.31140
2013-04-26,1.30630,1.30930,1.29540,1.30290
2013-04-19,1.31040,1.31990,1.30000,1.30530
2013-04-12,1.29920,1.31380,1.29670,1.31070
2013-04-05,1.28090,1.30400,1.27460,1.29890
2013-03-29,1.29610,1.30480,1.27500,1.28190
2013-03-22,1.29080,1.30760,1.28410,1.29880
2013-03-15,1.29950,1.31070,1.29100,1.30760
2013-03-08,1.30100,1.31340,1.29540,1.30010
2013-03-01,1.32150,1.33180,1.29650,1.30200
2013-02-22,1.33460,1.34340,1.31440,1.31870
2013-02-15,1.33690,1.35200,1.33050,1.33570
2013-02-08,1.36540,1.36580,1.33500,1.33640
2013-02-01,1.34640,1.37110,1.34130,1.36390
2013-01-25,1.33080,1.34780,1.32620,1.34570
2013-01-18,1.33590,1.34040,1.32560,1.33130
2013-01-11,1.30750,1.33650,1.30150,1.33420
2013-01-04,1.32120,1.32990,1.29960,1.30660
2012-12-28,1.31740,1.32830,1.31640,1.32170
2012-12-21,1.31650,1.33080,1.31420,1.31870
2012-12-14,1.28880,1.31730,1.28840,1.31600
2012-12-07,1.29820,1.31260,1.28750,1.29230
2012-11-30,1.29660,1.30270,1.28790,1.29850
2012-11-23,1.27470,1.29900,1.27350,1.29760
2012-11-16,1.27100,1.28020,1.26590,1.27400
2012-11-09,1.28150,1.28760,1.26890,1.27090
2012-11-02,1.29400,1.30200,1.28200,1.28410
2012-10-26,1.30230,1.30830,1.28810,1.29350
2012-10-19,1.29550,1.31390,1.28890,1.30220
2012-10-12,1.30220,1.30250,1.28240,1.29530
2012-10-05,1.28140,1.30710,1.28030,1.30290
2012-09-28,1.29790,1.29800,1.28280,1.28570
2012-09-21,1.31240,1.31720,1.29180,1.29710
2012-09-14,1.28060,1.31680,1.27520,1.31370
2012-09-07,1.25800,1.28280,1.24990,1.28150
2012-08-31,1.25070,1.26370,1.24640,1.25760
